"country_en","country_cn","event_date","event_name","event_type_original","event_category","event_category_en","impact","visit_level","visit_direction","visitor","host","location","source"
"Canada","加拿大","2024-10","Canada imposes 100% surtax on Chinese-made EVs","sanctions","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://gazette.gc.ca/rp-pr/p2/2024/2024-10-09/html/sor-dors187-eng.html"
"Canada","加拿大","2025-06","Li Qiang phone call with PM Mark Carney","leader_visit","远程通话/视频会晤","Remote talk / virtual meeting","neutral","government_head","third_party_meeting","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680426/sbgx_680430/"
"Canada","加拿大","2025-10","Xi meets Canadian PM Mark Carney at APEC Gyeongju","leader_visit","多边/第三方会晤","Multilateral / third-party meeting","neutral","state_head","third_party_meeting","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/bmz_679954/1206_680426/sbgx_680430/"
"France","法国","2004-01","China-France comprehensive strategic partnership established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","http://english.scio.gov.cn/featured/chinakeywords/2020-01/22/content_75639603.htm"
"France","法国","2004-10","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","French President Jacques Chirac","Chinese President Hu Jintao","Beijing","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2005-12","Airbus A320 final assembly line MoU signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.airbus.com/en/newsroom/press-releases/2006-06-airbus-chinese-a320-final-assembly-line-to-be-located-in-tianjin"
"France","法国","2006-10","Mega deals on aviation railways and nuclear power signed","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.chinadaily.com.cn/china/2006-10/27/content_718145.htm"
"France","法国","2007-11","State visit to China","leader_visit","高层互访","High-level visit","neutral","state_head","partner_to_china","French President Nicolas Sarkozy","Chinese President Hu Jintao","Beijing","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2008-04","Olympic torch relay disrupted in Paris","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.chinadaily.com.cn/china/2008-04/25/content_6642373.htm"
"France","法国","2008-12","Sarkozy meets Dalai Lama in Poland","diplomatic","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","http://www.china.org.cn/international/news/2008-07/09/content_15980743.htm"
"France","法国","2009-04","China-France joint communique restores ties","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","http://www.china.org.cn/international/2009-04/01/content_17538757.htm"
"France","法国","2014-03","Airbus cooperation agreements and aircraft orders","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.chinadaily.com.cn/business/2014-03/28/content_17386141_2.htm"
"France","法国","2014-03","State visit to France","leader_visit","高层互访","High-level visit","positive","","","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2015-03","France applies to join AIIB as founding member","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.ecns.cn/business/2015/03-18/158420.shtml"
"France","法国","2015-06","China-France joint statement on third-party market cooperation","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://en.ndrc.gov.cn/news/pressreleases/202202/t20220214_1315538.html"
"France","法国","2015-11","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2018-01","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2019-03","State visit to France","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2019-11","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2019-11","China issues 4 billion euro sovereign bonds in Paris","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.xinhuanet.com/english/2019-11/06/c_138534000.htm"
"France","法国","2020-07","French limits on Huawei 5G equipment","policy","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.euractiv.com/news/french-limits-on-huawei-5g-equipment-amount-to-de-facto-ban-by-2028/"
"France","法国","2021-03","China announces sanctions on relevant EU entities and personnel (including French MEP Raphaël Glucksmann)","sanctions","外交抗议/摩擦","Diplomatic protest / friction","negative","","","","","","https://www.mfa.gov.cn/eng/xw/fyrbt/fyrbt/202405/t20240530_11349690.html"
"France","法国","2023-04","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2024-05","State visit to France","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"France","法国","2025-03","China-France joint statement on climate change","diplomatic","人文交流合作","Cultural / people-to-people cooperation","positive","","","","","","https://sc.china-embassy.gov.cn/eng/zgyw/202512/P020251206009356439484.pdf"
"France","法国","2025-12","State visit to China","leader_visit","高层互访","High-level visit","positive","state_head","partner_to_china","","","","https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679134/sbgx_679138/"
"Germany","德国","2004-05","Partnership with Global Responsibility established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.fmprc.gov.cn/eng/gjhdq_665435/3265_665445/3296_664550/3298_664554/202406/t20240611_11420964.html"
"Germany","德国","2004-12","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2006-05","First official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2010-07","Official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2010-07","Joint communiqué on advancing strategic partnership","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.chinadaily.com.cn/china/2010-07/16/content_10118341.htm"
"Germany","德国","2014-03","State visit to Germany","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2014-03","Comprehensive strategic partnership established","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.bundesregierung.de/breg-en/service/archive/archive/joint-declaration-between-germany-and-china-460244"
"Germany","德国","2015-03","Germany applies to join AIIB as founding member","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","http://www.ecns.cn/business/2015/03-18/158420.shtml"
"Germany","德国","2016-08","Midea acquires Kuka amid technology concerns","economic","经贸制裁/关税壁垒","Economic sanction / tariff barrier","negative","","","","","","https://www.reuters.com/article/us-kuka-midea-idUSKCN0ZV1HM"
"Germany","德国","2018-10","BMW to raise stake in BMW Brilliance Automotive JV to 75%","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.chinadaily.com.cn/a/201810/12/WS5bbfdf53a310eff303281e9d.html"
"Germany","德国","2019-09","Official visit to China","leader_visit","高层互访","High-level visit","neutral","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2021-01","EU-China Comprehensive Agreement on Investment concluded","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://edit.wti.org/document/show/29817b74-3d47-46e2-8dbf-dd9dc6aa15a9"
"Germany","德国","2022-02","BMW acquires 75% stake in China joint venture as ownership caps lift","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://english.news.cn/20220211/84c18d559ed947cc80b6953347d484c7/c.html"
"Germany","德国","2022-11","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2022-11","Germany blocks Elmos Semiconductor fab sale to Chinese-owned Silex","policy","科技管制/出口限制","Tech control / export restriction","negative","","","","","","https://www.elmos.com/english/about-elmos/investor/financial-news/news/elmos-sale-of-the-elmos-wafer-fab-to-silex-prohibited.html"
"Germany","德国","2023-06","German government China strategy released","policy","战略定位负面","Negative strategic positioning","negative","","","","","","https://www.auswaertiges-amt.de/resource/blob/2608580/49d50fecc479304c3da2e2079c55e106/china-strategie-en-data.pdf"
"Germany","德国","2024-04","Official visit to China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/oz_678770/1206_679086/sbgx_679090/"
"Germany","德国","2025-11","4th China-Germany High-Level Financial Dialogue held in Beijing","economic","经贸互利合作","Economic win-win cooperation","positive","","","","","","https://www.globaltimes.cn/page/202511/1348431.shtml"
"India","印度","2002-01","Official visit to India","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Zhu Rongji","Indian Prime Minister Atal Bihari Vajpayee","New Delhi, India","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2003-06","India-China Declaration on Principles for Relations and Comprehensive Cooperation","diplomatic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","https://www.ifri.org/sites/default/files/migrated_files/documents/atoms/files/asievisions34zhangli.pdf"
"India","印度","2003-06","Vajpayee Visits China","leader_visit","高层互访","High-level visit","positive","government_head","partner_to_china","","","","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2005-04","India-China Strategic Partnership and Boundary Political Parameters Agreement","strategic","战略伙伴关系提升","Strategic partnership upgrade","positive","","","","","","http://www.commonlii.org/in/other/treaties/INTSer/2005/1.html"
"India","印度","2005-04","Official visit to India","leader_visit","高层互访","High-level visit","neutral","government_head","china_to_partner","Chinese Premier Wen Jiabao","Indian Prime Minister Manmohan Singh","New Delhi, India","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2006-05","India-China defence ministers MOU","military","军事安全合作","Military / security cooperation","positive","","","","","","https://in.china-embassy.gov.cn/ssygd/zygx/zywj/200805/t20080529_2363541.htm"
"India","印度","2006-11","State visit to India","leader_visit","高层互访","High-level visit","neutral","state_head","china_to_partner","Chinese President Hu Jintao","Indian President A.P.J. Abdul Kalam","New Delhi, India","https://www.mfa.gov.cn/gjhdq_676201/gj_676203/yz_676205/1206_677220/sbgx_677224/"
"India","印度","2006-11","Hu Jintao visits India","leader_visit","高层互访","High-level visit","positive","state_head","china_to_partner","Hu Jintao","Indian President A.P.J. Abdul Kalam","New Delhi, India","https://www.chinadaily.com.cn/china/2006-11/21/content_738997.htm"
